ID,SYMBOL,PURCHASE_PRICE,DATE,QUANTITY_PURCHASED,CURRENT_WORTH,DOLLARS_SPENT
2010,ADA,1.353071157,2021-05-01 0:00:00,10.55799188,1.416033765,14.28571429
2010,ADA,1.335611471,2021-07-01 0:00:00,10.69601048,1.416033765,14.28571429
2010,ADA,0.140928385,2020-12-08 0:00:00,101.3686083,1.416033765,14.28571426
2010,ADA,0.13036948,2020-07-15 0:00:00,109.5786703,1.416033765,14.28571427
2010,ADA,0.129907734,2020-07-08 0:00:00,109.9681584,1.416033765,14.28571427
2010,ADA,1.292387869,2021-03-01 0:00:00,11.05373598,1.416033765,14.28571429
2010,ADA,1.219435849,2021-04-08 0:00:00,11.71501912,1.416033765,14.28571429
2010,ADA,0.123922275,2020-07-22 0:00:00,115.2796321,1.416033765,14.28571427
2010,ADA,1.189244351,2021-04-01 0:00:00,12.01242981,1.416033765,14.28571429
2010,ADA,1.15325442,2021-06-22 0:00:00,12.38730504,1.416033765,14.28571429
2010,ADA,1.147017124,2021-04-22 0:00:00,12.45466522,1.416033765,14.28571428
2010,ADA,1.118053345,2021-03-08 0:00:00,12.77731009,1.416033765,14.28571429
2010,ADA,1.109873958,2021-03-22 0:00:00,12.87147444,1.416033765,14.28571428
2010,ADA,1.099150794,2021-02-22 0:00:00,12.99704677,1.416033765,14.28571428
2010,ADA,1.033538815,2021-03-15 0:00:00,13.82213622,1.416033765,14.28571429
2010,ADA,0.095953863,2020-07-01 0:00:00,148.881075,1.416033765,14.28571427
2010,ADA,0.899002314,2018-01-08 0:00:00,15.89063128,1.416033765,14.28571429
2010,ADA,0.861011928,2021-02-15 0:00:00,16.5917728,1.416033765,14.28571429
2010,ADA,0.778586686,2018-01-15 0:00:00,18.3482643,1.416033765,14.2857143
2010,ADA,0.728657365,2018-01-01 0:00:00,19.60553063,1.416033765,14.28571429
2010,ADA,0.682510755,2021-02-08 0:00:00,20.93111966,1.416033765,14.28571428
2010,ADA,0.570457995,2018-01-22 0:00:00,25.04253497,1.416033765,14.28571429
2010,ADA,0.421671718,2018-02-01 0:00:00,33.87875844,1.416033765,14.28571428
2010,ADA,0.409368455,2018-02-15 0:00:00,34.8969592,1.416033765,14.28571427
2010,ADA,0.40715,2017-12-22 0:00:00,35.08710371,1.416033765,14.28571428
2010,ADA,0.402033228,2021-02-01 0:00:00,35.53366563,1.416033765,14.2857143
2010,ADA,0.358692855,2018-05-01 0:00:00,39.82715045,1.416033765,14.2857143
2010,ADA,0.356584013,2018-02-08 0:00:00,40.06268869,1.416033765,14.2857143
2010,ADA,0.34957651,2021-01-22 0:00:00,40.86577291,1.416033765,14.28571427
2010,ADA,0.337870568,2018-02-22 0:00:00,42.28161798,1.416033765,14.28571428
2010,ADA,0.328351647,2018-05-08 0:00:00,43.50736301,1.416033765,14.2857143
2010,ADA,0.305596844,2021-01-08 0:00:00,46.74693003,1.416033765,14.28571428
2010,ADA,0.304397076,2018-03-01 0:00:00,46.931181,1.416033765,14.28571427
2010,ADA,0.302530329,2021-01-15 0:00:00,47.22076737,1.416033765,14.28571429
2010,ADA,0.285535187,2018-04-22 0:00:00,50.03136202,1.416033765,14.28571431
2010,ADA,0.260155201,2018-05-15 0:00:00,54.91227634,1.416033765,14.28571429
2010,ADA,2.174027339,2021-05-15 0:00:00,6.57108309,1.416033765,14.28571428
2010,ADA,0.224407613,2018-05-22 0:00:00,63.65966857,1.416033765,14.28571427
2010,ADA,0.222507164,2018-06-01 0:00:00,64.20339029,1.416033765,14.28571429
2010,ADA,0.221389756,2018-04-15 0:00:00,64.52744052,1.416033765,14.28571431
2010,ADA,0.203480959,2018-03-22 0:00:00,70.20663929,1.416033765,14.28571429
2010,ADA,0.18570894,2018-03-15 0:00:00,76.92529118,1.416033765,14.28571428
2010,ADA,1.734753281,2021-06-01 0:00:00,8.235012117,1.416033765,14.28571429
2010,ADA,1.619553616,2021-05-08 0:00:00,8.82077268,1.416033765,14.28571429
2010,ADA,1.588029823,2021-06-08 0:00:00,8.995872799,1.416033765,14.28571429
2010,ADA,0.175349928,2021-01-01 0:00:00,81.46974694,1.416033765,14.28571426
2010,ADA,1.556220454,2021-06-15 0:00:00,9.179749723,1.416033765,14.28571428
2010,ADA,1.481587827,2021-04-15 0:00:00,9.642165,1.416033765,14.28571429
2010,ADA,1.463622207,2021-05-22 0:00:00,9.76052032,1.416033765,14.28571429
2010,ADA,0.156599298,2018-04-08 0:00:00,91.22463802,1.416033765,14.28571427
2010,ADA,0.156179211,2020-12-22 0:00:00,91.47001163,1.416033765,14.28571425
2010,ADA,0.155982865,2020-12-01 0:00:00,91.58515128,1.416033765,14.28571429
2010,ADA,0.154305012,2020-12-15 0:00:00,92.58101285,1.416033765,14.2857143
2010,ADA,0.150767878,2018-04-01 0:00:00,94.75303695,1.416033765,14.28571432
2010,ADA,0.143572772,2020-08-01 0:00:00,99.5015568,1.416033765,14.28571433
2083,BTG,311.6401978,2017-12-01 0:00:00,0.04584041,48.09859759,14.28571444
291,MAID,0.105140314,2016-03-08 0:00:00,135.8728523,0.7080674635,14.28571435
291,MAID,0.10348656,2016-03-15 0:00:00,138.0441503,0.7080674635,14.28571424
291,MAID,0.08675506,2016-03-22 0:00:00,164.6672176,0.7080674635,14.28571434
291,MAID,0.080695808,2016-03-01 0:00:00,177.031678,0.7080674635,14.2857143
291,MAID,0.08001174,2016-04-01 0:00:00,178.5452263,0.7080674635,14.28571422
291,MAID,0.07610859,2016-04-08 0:00:00,187.7017342,0.7080674635,14.28571433
291,MAID,0.075720154,2016-04-15 0:00:00,188.6646233,0.7080674635,14.28571433
291,MAID,0.071670406,2016-04-22 0:00:00,199.3251492,0.7080674635,14.28571437
291,MAID,0.060042918,2016-05-22 0:00:00,237.9250514,0.7080674635,14.28571435
291,MAID,0.059382733,2016-02-22 0:00:00,240.5701721,0.7080674635,14.2857143
291,MAID,0.058075137,2016-05-01 0:00:00,245.9867495,0.7080674635,14.28571418
291,MAID,0.054022014,2015-01-01 0:00:00,264.4424595,0.7080674635,14.28571425
291,MAID,0.053626485,2016-02-15 0:00:00,266.3928885,0.7080674635,14.28571424
291,MAID,0.051702321,2016-05-15 0:00:00,276.3070231,0.7080674635,14.2857144
291,MAID,0.051198561,2015-01-08 0:00:00,279.0257007,0.7080674635,14.28571436
291,MAID,0.034699667,2015-01-15 0:00:00,411.6960023,0.7080674635,14.28571419
291,MAID,0.032730423,2015-03-01 0:00:00,436.4659242,0.7080674635,14.28571432
291,MAID,0.032606043,2015-08-01 0:00:00,438.1308802,0.7080674635,14.28571432
291,MAID,0.031687595,2015-07-22 0:00:00,450.8298692,0.7080674635,14.28571431
291,MAID,0.031604242,2015-02-15 0:00:00,452.0188928,0.7080674635,14.28571448
291,MAID,0.024567623,2015-02-22 0:00:00,581.4854154,0.7080674635,14.28571447
291,MAID,0.023447394,2015-05-01 0:00:00,609.2666016,0.7080674635,14.28571406
291,MAID,0.020784341,2015-05-08 0:00:00,687.3306411,0.7080674635,14.28571442
328,XMR,165.9498138,2017-11-22 0:00:00,0.086084545,223.4826647,14.28571421
328,XMR,21.49496269,2017-04-01 0:00:00,0.66460754,223.4826647,14.28571428
328,XMR,21.41968727,2017-03-22 0:00:00,0.666943177,223.4826647,14.28571428
328,XMR,20.83063316,2017-04-08 0:00:00,0.685803171,223.4826647,14.28571428
328,XMR,20.71084023,2017-04-15 0:00:00,0.689769905,223.4826647,14.2857143
328,XMR,20.12212563,2017-04-22 0:00:00,0.709950556,223.4826647,14.28571428
328,XMR,18.98367119,2017-03-15 0:00:00,0.752526429,223.4826647,14.28571429
328,XMR,13.972785,2017-01-01 0:00:00,1.022395628,223.4826647,14.28571429
328,XMR,13.61676788,2017-02-15 0:00:00,1.049126666,223.4826647,14.28571429
328,XMR,13.47184944,2017-01-08 0:00:00,1.060412258,223.4826647,14.28571428
328,XMR,13.26783943,2017-02-01 0:00:00,1.076717453,223.4826647,14.28571428
328,XMR,12.8033905,2017-02-08 0:00:00,1.115775878,223.4826647,14.28571428
328,XMR,12.76524353,2017-02-22 0:00:00,1.119110204,223.4826647,14.28571429
328,XMR,12.74301052,2016-09-08 0:00:00,1.12106274,223.4826647,14.28571429
328,XMR,12.47210407,2017-03-08 0:00:00,1.145413332,223.4826647,14.28571428
328,XMR,12.33121204,2017-03-01 0:00:00,1.158500416,223.4826647,14.28571428
328,XMR,12.18349743,2017-01-22 0:00:00,1.172546255,223.4826647,14.28571428
328,XMR,10.76212311,2017-01-15 0:00:00,1.327406697,223.4826647,14.28571429
328,XMR,10.15576935,2016-09-22 0:00:00,1.406659978,223.4826647,14.28571429
328,XMR,9.413200378,2016-09-15 0:00:00,1.517625644,223.4826647,14.28571429
328,XMR,8.898363113,2016-12-22 0:00:00,1.605431707,223.4826647,14.28571428
328,XMR,8.575557709,2016-12-01 0:00:00,1.665864165,223.4826647,14.28571428
328,XMR,8.421916008,2016-12-15 0:00:00,1.696254661,223.4826647,14.28571428
328,XMR,8.00396347,2016-09-01 0:00:00,1.784830021,223.4826647,14.28571429
